userName,content,score,label,at
Pengguna Google,"game bagus banget ada mode baru,map baru dan karakter baru tapi saya minta cp gratis sama gbnya dikurangi karena hp saya terlalu berat buat main game ini",4,positif,2025-05-01 21:32:57
Pengguna Google,gamenya bagus cuma di setiap kali mau main loading nya lama itu aja sih sisanya bagus semua,5,positif,2025-05-01 21:16:02
Pengguna Google,"Matchmaking nya emang agak kurang seimbang si, tapi masih asik karena sering ada event-event baru. paling harga skin nya aja mahal banget🥲 untung masih sering ngasih skin gratisan.",5,positif,2025-05-01 21:02:35
Pengguna Google,game GK ngotak cs GK seimbang baru lewat kena snaiper😂,1,negatif,2025-05-01 20:48:24
Pengguna Google,bagus geme nya,4,positif,2025-05-01 20:35:29
Pengguna Google,penyimpanan sampe 20GB itu pun blum didownlod sema,2,negatif,2025-05-01 19:21:34
Pengguna Google,lumayan bagus yang itu codm itu mantap makasih👍👍💯💯💯,5,positif,2025-05-01 19:18:38
Pengguna Google,kasih cp gratis dong min,5,positif,2025-05-01 19:16:00
Pengguna Google,"makin membosankan saja game ini. mode makin membingungkan, event yasudahlah🫠",1,negatif,2025-05-01 19:13:33
Pengguna Google,Mohon untuk developer untuk meringankan gameplay gamenya soalnya sering update makin g lancar tolong lah buat lebih playable buat hp entry level terimakasih 🙏,5,positif,2025-05-01 19:06:19
Pengguna Google,"Dulu perang dunia sekarang adu waifu animek 🤓, game cod udah kehilangan identitas nya sebagai game tema militer semenjak popularitas fortnite terus meledak, gue saranin mending main arena breakout.",2,negatif,2025-05-01 18:27:36
Pengguna Google,Gamenya bagus 📡📡📡🚭🚭🚳🚳🚯🚯🚱🚱🚷🚷⛔⛔🚫🚫,5,positif,2025-05-01 18:14:52
Pengguna Google,"kocak gamenya, gabisa login tulisannya auto login mulu atau engga network blablabla pdhl jaringan bagus. dan masa setiap login hrs kaya gitu? cape lah. udh bbrp kali kaya gitu jadi males login codm.",1,negatif,2025-05-01 17:20:14
Pengguna Google,kanapa gak ada bin akun google kalo bin akun di fb itu saya takut hilang akun nya,2,negatif,2025-05-01 16:30:52
Pengguna Google,game ini walau ukuran nya besar tapi tetep lancar di hp hp kentang soal nya gw udah tes juga overall game nya bagus cuma untuk login nya kenapa tidak pake google gitu.,5,positif,2025-05-01 16:28:58
Pengguna Google,bagus sii game nya tapi tiap login update terusss anehhh baru 2bulan instal update an teruss,3,netral,2025-05-01 16:21:28
Pengguna Google,"Kok ga bisa di download sih di hp gw padahal seharusnya bisa tapi lama bnget,padahal lagi ngunduh tapi lama banget kenapa ya?",1,negatif,2025-05-01 16:15:16
Pengguna Google,"saya suka game ini dari saya waktu tahun 2019 Saya main game ini sampai sekarang, asik banget walaupun sering kalah. Tapi aku akui ini game bagus untuk di mainkan rekomendasi banget buat hp yang mampu.",5,positif,2025-05-01 15:57:09
Pengguna Google,game nya sigma bet,5,positif,2025-05-01 14:56:18
Pengguna Google,"team full android, mushh full pc",2,negatif,2025-05-01 14:54:01
Pengguna Google,"Game nya asyik, Tapi Entah kenapa setiap menembak musuh, peluru sampai ke tubuh musuh datang nya besok pagi, jadi nya sering mati duluan, Apa karena karakter skin, Chipset HP nya, atau apa saya kurang tahu padahal pake HP redmagic 9pro 16/512 🤔🤔",2,negatif,2025-05-01 13:59:19
Pengguna Google,game paling keren,5,positif,2025-05-01 13:23:29
Pengguna Google,ada bug di mode chase yang bikin kita tembus papan dan jatuh dan untuk penggunakan skin mythic aim bot nya seperti di bantu oleh sistem jadi seperti game pay to win soalnya ntah kenapa jika menggunakan skin mythic aim nya jadi serasa mudah asal ngarahin saja sudah kena musuh seperti chiter auto aim.,1,negatif,2025-05-01 12:52:18
Pengguna Google,"kasih tiga bintang saja, soalnya game nya kita ngak main sehari saja dikit"" download lah updat lah ribet gamenya, ada lagi gamenya zonanya terlalu cepat, kita main 100 0rang ngan sampai 5 menit sda selesai gamenya, coba buat yg lebih menantang lagi biar seru",3,netral,2025-05-01 12:24:20
Pengguna Google,"please for update, give us make more shards weapon!!",1,negatif,2025-05-01 10:44:16
Pengguna Google,mantap,5,positif,2025-05-01 09:55:14
Pengguna Google,game fav sepanjang masa,5,positif,2025-05-01 09:47:01
Pengguna Google,"overall game ini fps terbaik di platform mobile, saran saya banyakin skin mytic free😅🙏🏼",5,positif,2025-05-01 09:01:42
Pengguna Google,"tiba² GK bisa masuk karena katanya negara ku belum masuk daftar padahal sebelumnya bisa, game aneh",2,negatif,2025-05-01 08:24:04
Pengguna Google,Fikri AIi CaII of Duty®: MobiIe ...,5,positif,2025-05-01 07:39:32
Pengguna Google,bagus tapi harus nunggu lama.,4,positif,2025-05-01 07:07:11
Pengguna Google,"kak mohon maaf ini gimana solusinya, saya gabisa login terus, bacaan nya jaringan eror, padahal jaringan full bagus, mohon banget bantuannya, saya ingin main codm",5,positif,2025-05-01 07:01:46
Pengguna Google,"gamenya sangat seru jika ingin tahu sekarang game ini memiliki banyak mode misalnya multiplayer, rank match, battle Royal, dan serangan zombie dan untuk grafik gokil yang rendah aja udah bagus banget dibanding pengukuran grafik game lain",5,positif,2025-05-01 04:21:12
Pengguna Google,saya sangat suka game nya.soalnya ada pintu.gk kek game sebelah....,5,positif,2025-05-01 04:07:34
Pengguna Google,gamenya keren ga kaya sebelah,5,positif,2025-04-30 22:20:56
Pengguna Google,"game nya seru walaupun harus mempunyai penyimpanan 50 gb ke atas, karena harus download dalam nya sekitar 30 gb an lebih",5,positif,2025-04-30 22:00:00
Pengguna Google,server eror Mulu knp yahh trs setiap mau login pasti harus download data dulu padahal download data saya udh 90% knp ya sehabis itu selalu stack di loading screen,3,netral,2025-04-30 20:11:58
Pengguna Google,sering terjadi bug saat penghapusan file skin mytik dan Legendary weapon,3,netral,2025-04-30 19:32:39
Pengguna Google,game okay,5,positif,2025-04-30 19:12:45
Pengguna Google,update terbatu jadi sering force close. tolong diperbaiki secepatnya.,1,negatif,2025-04-30 19:04:04
Pengguna Google,game seru parah,5,positif,2025-04-30 19:00:35
Pengguna Google,game aneh,2,negatif,2025-04-30 18:55:57
Pengguna Google,game rusak,1,negatif,2025-04-30 18:52:00
Pengguna Google,emang ada yg sebanding sama cod??,5,positif,2025-04-30 18:25:00
Pengguna Google,kenapa habis login terus login lagi gak bisa masuk ni dev,1,negatif,2025-04-30 17:40:48
Pengguna Google,ok,5,positif,2025-04-30 17:36:31
Pengguna Google,game yang grafiknya bagus,4,positif,2025-04-30 17:31:48
Pengguna Google,"game pemeras paket data, hampir tiap 2 hari update mulu, sekali update ga tanggung2, paket 2 gb sekali update habis, unistal bae lah. mending pubg",1,negatif,2025-04-30 16:56:36
Pengguna Google,loading lama,1,negatif,2025-04-30 16:33:30
Pengguna Google,bagus gameplaynya,5,positif,2025-04-30 15:52:54
Pengguna Google,"plis semoga di baca, hal yg paling gw benci dari game ini adalah sistem download ulang resources skin senjata, mengapa saat ada update yg lumayan besar itu saat kita login ke gamenya itu kita harus download ulang resources senjata kita yg udah lama kita download?, terutama skin mythic yang filenya lumayan gede, plislah di perbaiki karena ini sangat amat menganggu, saya byk main game seperti genshin, hsr maupun pubg, dan ga ada tuh donwload ulang resources yg udah saya download sebelum nya",3,netral,2025-04-30 15:27:30
Pengguna Google,mau registrasi aja susah,1,negatif,2025-04-30 14:48:45
Pengguna Google,codm ini game favorit saya sejauh ini. Yang saya sayangkan untuk grafiknya. Tolong ditingkatkan lagi untuk pengguna samsung dengan chipset exynos yang cuma mentok di High-very high. main mode battle royale terasa kurang asik dan sering frame drop.,4,positif,2025-04-30 14:44:53
Pengguna Google,"heran gua, dikit dikit update mulu",2,negatif,2025-04-30 14:24:31
Pengguna Google,game gaje tim banyak afk musuh gak seimbang lama lama malas orang main ni game masa 40 fps lawannya 120fps banyak orang afk di game ini mending gak usah main ini game woi tolong lah ni macth di seimbang kan,1,negatif,2025-04-30 14:19:08
Pengguna Google,game apa ini update trus Udh gitu sinyal jelek katanya padahal wifi gw kenceng 4 mbs,1,negatif,2025-04-30 14:11:11
Pengguna Google,enak mainnya saran saya bagian zombie nya itu kita bukan melawan zombie saja tapi harus melawan player juga seperti yang ada di batle royale itu tambah lagi kak wilayah zombie dan harus ada player lain juga (musuh),5,positif,2025-04-30 14:06:36
Pengguna Google,Very great game....and very nice graphic but i'm not play this game,5,positif,2025-04-30 14:03:35
Pengguna Google,ini game gak mau di buka padahal aku udah download semua data nya 😓,2,negatif,2025-04-30 13:27:34
Pengguna Google,kebanyakan update nih game🥲,3,netral,2025-04-30 12:43:22
Pengguna Google,"Makin kesini makin tolol aja, makin pelit cok. Mau draw tapi gk dapet refund legend yang udah didapet",1,negatif,2025-04-30 12:11:04
Pengguna Google,setiao mau main harus download aset dinamis mulu gajelas !!!!,3,netral,2025-04-30 11:30:05
Pengguna Google,game payah..masuk saja susah login...,1,negatif,2025-04-30 11:24:17
Pengguna Google,"pengenaen nih game tapi hp gak mendukung,frame drop parah",2,negatif,2025-04-30 10:54:16
Pengguna Google,game wibu,3,netral,2025-04-30 10:24:45
Pengguna Google,nice game🔥,5,positif,2025-04-30 07:07:06
Pengguna Google,"jujur aja ni game fps terbaik yang pernah ku mainin, eventnya keren-keren..bansos ngalir🗿👍🏻 pokoknya keren deh ni game gamenya cocok untuk hp menengah walau agak lag🗿",5,positif,2025-04-29 22:41:18
Pengguna Google,hp saya ram 6 dan itu lancar jayaaa,5,positif,2025-04-29 21:43:21
Pengguna Google,permainan ok,3,netral,2025-04-29 21:21:25
Pengguna Google,"kebanyakan update, ngabisin kuota",1,negatif,2025-04-29 20:38:45
Pengguna Google,"min bisa gak untuk user gamepad jangan cuma pake bluetooth, tapi gamepad yang pake dongle 😪",4,positif,2025-04-29 20:16:26
Pengguna Google,"gw hapus gk bisa login, tulisanya game belum tersedia di negara anda, gaje garena",1,negatif,2025-04-29 19:11:09
Pengguna Google,"macth making di mode mp dan br makin gajelas di codm ini udh cape gini gini terus gaada perubahan dikasi musuh yang skil nya bagus sedangkan team kita sendiri isinya boot, udah lah mending beralih aja ke geme yang lain kayak delta force dll",1,negatif,2025-04-29 19:00:27
Pengguna Google,Bagus banget game nya tapi untuk Penyimpanan nya tolong di kurangi sedikit atau bagaimana cara nya agar penyimpanan nya berkurang walaupun sedikit(aku gak hp kentang),4,positif,2025-04-29 18:35:52
Pengguna Google,sebenarnya gamenya sudah bagus tetapi ketika mendownload saya kira itu sudah dengan fitur² yang ada ternyata saya masih harus mendownload dan menunggu waktu yang cukup lama,4,positif,2025-04-29 18:13:26
Pengguna Google,"hbis di perbaharui, malah makin byk bug nya, garena serius kah bkin game, sudah size byk malah byk bugnya heran,byk cacatnya,niat kah bkin even",1,negatif,2025-04-29 17:29:02
Pengguna Google,kolab ama titan dong dan kalau mgunduh resources hd kutangin mb nya,5,positif,2025-04-29 16:56:30
Pengguna Google,game aneh🤣🤣,1,negatif,2025-04-29 16:44:34
Pengguna Google,ini game sangat seru sekali tapi sayangnya orang orang pemain bloodstrike sama free fire memandang rendah game ini tapi mereka tidak sadar kalo game mereka jauh lebih rendah dan lebih burik hanya indonesia codm dipandang rendah sama orang yg lebih rendah,5,positif,2025-04-29 16:13:28
Pengguna Google,"sejauh ini cuma codm yang optimisasinya terbaik, redmi 10c main codm sejauh ini aman banget paling ya frezee 1-2 detik aj, selain itu aman banget",5,positif,2025-04-29 15:12:45
Pengguna Google,permainan nya yg keren saya suka skli,5,positif,2025-04-29 14:36:46
Pengguna Google,mantappp,5,positif,2025-04-29 12:19:03
Pengguna Google,parah codm.. tiba-tiba padahal uda 400 koin untuk dapetin AK117 MATIC.. malah hilang dari menu,1,negatif,2025-04-29 11:11:57
Pengguna Google,parah banget garena kupon 40 gacha karakter zombie isinya ampas semua,1,negatif,2025-04-29 10:17:08
Pengguna Google,AKU CINTA CODM WALAUPUN DIKASIH TIM BEBAN😹,5,positif,2025-04-29 09:08:59
Pengguna Google,romba,2,negatif,2025-04-29 07:26:16
Pengguna Google,Garena sekali-sekali kasih CP100 gratis 🙏,5,positif,2025-04-29 05:38:15
Pengguna Google,"Saya kasih bintang 1,karena keluhan, seringkali main mode Battle Royale BlackOut Ranked, sering patah patah main dan keluar sendiri dalam game kembali ke menu hp,padahal CODM bisa kasih Ultimate anti lag Rog,agar main CODM ramah untuk Hp kentang kek hp saya OppoF9",1,negatif,2025-04-29 03:10:01
Pengguna Google,gemnya kaya tai,1,negatif,2025-04-29 03:09:34
Pengguna Google,mau masuk game loading lama harus nunggu beberapa loading tidak hanya 1 bahkan 5 lebih,1,negatif,2025-04-29 01:50:42
Pengguna Google,"gamenya terlalu berat, tolong jangan terlalu makan memory, untuk map atau senjata yang lama dihapus saja.",5,positif,2025-04-29 01:37:44
Pengguna Google,terlalu banyak update kasihan kalau di tinggal pemain,1,negatif,2025-04-29 01:27:38
Pengguna Google,"makin hari makin males buat main cod, pertama jaringan. padahal jaringan bagus tapi lag, kedua sering FC padahal ram 4gb penyimpanan 128gb Android13 ketiga, banyak update dan seterusnya tolong untuk pihak developer agar diperbaiki terimakasih",1,negatif,2025-04-28 22:49:20
Pengguna Google,gamenya seru dan ga pelit skin,5,positif,2025-04-28 22:13:32
Pengguna Google,terimakasih,5,positif,2025-04-28 21:57:58
Pengguna Google,"ini game apa sih gajelas bangettt, masa tiap buka gamenya selalu download resources, udah gitu datanya segede gaban, mendingan main ff lebih bagus g download resource terus",3,netral,2025-04-28 20:35:20
Pengguna Google,ovr udah bagus tapi pas season ini saya main suka keluar sendiri padahal di game lain tidak dan memori saya masih banyak,3,netral,2025-04-28 20:35:18
Pengguna Google,👍👍👍👍🔥🔥🔥 mulus bngt d hp ku ngak macet macet Ndak ad bug ny MVP berkali kali 🔥🔥🔥🔥🔥🔥,5,positif,2025-04-28 20:27:16
Pengguna Google,Makin kesini makin ga asik zonanya. Males cepet banget zonanya ga kaya pubg.kita tuh harus prefare. Gak bisa buru buru. Jadi ga seru.sekarang aja mulai sepi pada pindah kepubg new state sama apex legend. Keluhan didengar jgn sampe nyesel. Thank,5,positif,2025-04-28 20:12:15
Pengguna Google,nice game,5,positif,2025-04-28 18:46:04
Pengguna Google,"bang, kok cod gw gabisa download pake wifi ya pengennya pake data 😭😭 plis dong admin codm 🙏🙏🙏",4,positif,2025-04-28 18:36:26
Pengguna Google,poco x5 sering force close jir,2,negatif,2025-04-28 17:49:55
Pengguna Google,kecilin bisa gak GB nya setidaknya 1.89 GB kek soalnya aku mau coba maen kalo bolehhh,2,negatif,2025-04-28 17:49:27
Pengguna Google,main menang tapi gk naik rank nya,4,positif,2025-04-28 17:35:06
Pengguna Google,barosen setiap login loba downloadan wae,5,positif,2025-04-28 17:33:49
Pengguna Google,login sangat lama sekali.,1,negatif,2025-04-28 17:26:22
Pengguna Google,bgus. Mythic gratis lagi dongg🥰😘,5,positif,2025-04-28 17:05:58
Pengguna Google,"gamenya sudah bagus,tapi tolong tambahin lagi mode war kayak deltaforce🙏",5,positif,2025-04-28 16:19:41
Pengguna Google,"Keseringan dapet tim cacat, Sering Join match pas udah di pertengahan pertandingan, Gangguan jaringan, suka mental keluar dari game entah apa masalahmu Garena padahal hp speknya udah lumayan",2,negatif,2025-04-28 16:18:05
Pengguna Google,game nya berat,1,negatif,2025-04-28 14:26:20
Pengguna Google,udah keren skrng,5,positif,2025-04-28 14:14:51
Pengguna Google,gem idaman,5,positif,2025-04-28 12:39:33
Pengguna Google,CaII of Duty®:Mo👍😍😍😇,5,positif,2025-04-28 09:53:46
Pengguna Google,"tohapok gak bisa login. Kami senang melihat antusiasme kamu untuk Call of Duty Mobile, tetapi kami belum siap untuk mengeluarkannya pada negara kamu. Silahkan tunggu dan terima kasih atas kesabarannya! (5027) gini Mulu udah nyoba pake vpn masih aja g bisa",1,negatif,2025-04-28 09:30:20
Pengguna Google,"weh gila 2,1 GB gede gede amat, kurangin lahh, belom lagi isi game nya full download data nya berapa GB, pliss CODM turun nin yah pliss🙏, biar nyaman mainnya",5,positif,2025-04-28 07:43:44
Pengguna Google,maap biasa maen gk pernah forclos ini tina tiba hbus update for close muluuu,3,netral,2025-04-28 04:53:59
Pengguna Google,terlalu banyak download data,3,netral,2025-04-28 04:27:20
Pengguna Google,"tiap login update, tapi info login gaada jadi login manual lewat Garena abistu kalau lupa sandi ama username bakal ribet kenapa ga login otomatis aja akunnya",2,negatif,2025-04-28 01:24:29
Pengguna Google,"28 April 2025: Tolong dioptimalisasi pada CHIPSET MIDRANGE EXYNOS seperti pada Exynos 1580 dan 1480! Setingan default bisa terbuka cukup tinggi dan menjanjikan tapi ketika dibuat main di grafik medium dan fps high, untuk animasi player saat bergerak di Multiplayer, bergetar terus padahal di Snapdragon 870 yg lebih rendah dari 1580 lancar tanpa kendala.",2,negatif,2025-04-28 00:12:28
Pengguna Google,min mohon turunin HB nya jadi ke MB aku mau main tpi hp ku kentang cuma ram 2GB,3,netral,2025-04-27 23:23:04
Pengguna Google,manTap,5,positif,2025-04-27 23:22:40
Pengguna Google,Main game cuma buat download data doang .. seminggu bisa berkali-kali download data,1,negatif,2025-04-27 22:39:27
Pengguna Google,"Mantap. meskipun kadang ada beberapa kali match yang nggak adil, tapi udah oke, Mantapp👍",5,positif,2025-04-27 21:03:47
Pengguna Google,Assalamualaikum min boleh kah keluarin grapik max di hp biar Bayak yang main min plisss min,5,positif,2025-04-27 20:51:29
Pengguna Google,"masukin akun ke hp baru dari hp lama, malah akunnya ilang padahal pake akun google",3,netral,2025-04-27 20:42:23
Pengguna Google,bagusss pisannn 😘,5,positif,2025-04-27 20:40:53
Pengguna Google,Game nya seru apalagi Bomb squad Peak FPS,5,positif,2025-04-27 20:01:49
Pengguna Google,kurangin jdi di bawah 10 gb dong garena/tencent pliss,1,negatif,2025-04-27 19:48:02
Pengguna Google,Garena itu jelek banget dulu call of duty bisa dimainkan di indo pas gw coba mau main gak bisa jadi gw benci bet sama garena,1,negatif,2025-04-27 19:46:50
Pengguna Google,game nya bagus banget dan suka ada in event anime gitu dah saya suka banget sebagai otaku semoga bisa collab lgi sama anime yg lain dan ada skin gratis dri collab anime sama please lah yg qq9-kurumi ada voice line nya apalah,5,positif,2025-04-27 19:37:27
Pengguna Google,Game buat auto login nya sangat lambat tolong di perbaiki,3,netral,2025-04-27 19:31:48
Pengguna Google,INI ADALAH GAME TERBERAT DI HP GW🥶🤌🏻,5,positif,2025-04-27 18:51:13
Pengguna Google,gamenya sangat bagus kali ya😎,5,positif,2025-04-27 17:42:48
Pengguna Google,"aku kasih bintang satu karena gamenya itu itu aja mode multiplayer,Battle Royale,Zombie,Ama kadang kadang turnamen doang,kasih lah mode warfare atau GK kaya delta force ada mode kaya perang beneran gitu sisanya ok sih jadi terima kasih ya",1,negatif,2025-04-27 17:41:42
Pengguna Google,"games nya mantap buat hp kentang sih lumayan, cuman berat dari segi grafik dan ukuran nya, tetap di pertahankan games ini. 💪💪💪👌",5,positif,2025-04-27 17:39:30
Pengguna Google,mantap.. hanya saja tim random gk saling backup.. beda game sebelah main random saling backup.. temukan tmn bermain dgn sesuai level,5,positif,2025-04-27 17:23:57
Pengguna Google,cant login downloading stuck 0mb,1,negatif,2025-04-27 16:36:55
Pengguna Google,game yang sangat amba,1,negatif,2025-04-27 16:00:29
Pengguna Google,aman dimainkan ok.dah,5,positif,2025-04-27 15:59:45
Pengguna Google,serasa kena PHP sama event skin mythic dan legend gratis karena pecahannya sulit dan sedikit buat di dapat. Peti yg di berikan sangat sedikit serta bukan pecahan mythic ataupun legend yang di dapat melainkan sebuah coin yg tidak berguna yg selalu di dapat. Lebih baik tidak usah membuat sebuah event gratisan mythic dan legend dari awal jika ujung ujungnya masih keluar uang. sekian dan uninstal,1,negatif,2025-04-27 15:34:47
Pengguna Google,"tolong buatkan pilihan, tautkan ke akun google 🙏🙏",5,positif,2025-04-27 14:58:45
Pengguna Google,Tolong buat codm di benerin bug nya dong gak tau kenapa baru-baru ini gw main codm sering ngalamin force close. padahal 2 bulan terakhir gw gak pernah ngalamin force close cuman 1 game ini yang sering force close tolong buat codm di benerin.,1,negatif,2025-04-27 14:57:38
Pengguna Google,mantab,5,positif,2025-04-27 14:24:19
Pengguna Google,sangat bagus,5,positif,2025-04-27 13:57:18
Pengguna Google,aah maaf ini game nya dak mvp ini nyelek terus semoga gamae ini dak kalh sama penjahat tapi game nya 👎👎👎👎👎 poin nya habis tapi suruh bayar dasar game dak ada duit 😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡 tapiiii ini jelek dakbisa naik motor mobil ini agak nyelek ntokdasar call of duty dak bisa naik mobil ko,1,negatif,2025-04-27 12:40:16
Pengguna Google,keren banget,5,positif,2025-04-27 12:28:24
Pengguna Google,Sangat menarik,5,positif,2025-04-27 09:41:11
Pengguna Google,"sering keluar sendiri dari aplikasi, padahal game lain baik baik saja",1,negatif,2025-04-27 09:33:41
Pengguna Google,SUGARHILL TYAN IS HERE🔪😈🚬,5,positif,2025-04-27 08:55:48
Pengguna Google,"Untuk game udah ringan lah tapi ada masalah saat render map nya ada bug map yang acak acakan,dan minimal itu harus grafik standar untuk delevover saya minta di semua device bisa menggunakan grafik standar udah gitu aja makasih",4,positif,2025-04-27 08:11:14
Pengguna Google,skin carakter Vivian direduk lagi dong,5,positif,2025-04-27 07:10:56
Pengguna Google,Min tolong dong gerakan nya jangan terlalu cepet mainya tuh santai dikit🙏,5,positif,2025-04-27 05:14:28
Pengguna Google,scammers,1,negatif,2025-04-27 03:56:37
Pengguna Google,patung Pringsewu di Lampung temukan penawaran,5,positif,2025-04-27 02:18:18
Pengguna Google,Mantap,5,positif,2025-04-27 01:35:02
Pengguna Google,Mantap.,5,positif,2025-04-27 00:26:50
Pengguna Google,Mungkin bisa kasi event yg hadiahnya itu CP. (Gak semua orang punya uang buat topup),5,positif,2025-04-26 22:59:01
Pengguna Google,"kasih hukuman buat player bodoh bikin beban ,mati banyak kill dikit",1,negatif,2025-04-26 22:51:43
Pengguna Google,"woi,ini apa lahh,item kyk gk guna banget dah,katanya nambah damage Range lah,acuration lah,tapi apa woi?bab* kau",1,negatif,2025-04-26 22:18:41
Pengguna Google,"ngwntod yo, kagak usah ganti UI UI an, ping server ngwentod",1,negatif,2025-04-26 22:06:30
Pengguna Google,udah paling mantep kalo udah ada mode battle royal,5,positif,2025-04-26 21:39:46
Pengguna Google,"cukup baik,,tpi mohon tolong perbaik untuk emulator PC kentang",5,positif,2025-04-26 21:33:00
Pengguna Google,👍👍👍👍👍👍👍👍,5,positif,2025-04-26 21:23:44
Pengguna Google,game nya sangat bagus 👍😎 ini game di rekomendasi,5,positif,2025-04-26 21:11:46
Pengguna Google,sangat keren karena grafik dan permainannya bagus,5,positif,2025-04-26 20:41:43
Pengguna Google,bug parahhh,1,negatif,2025-04-26 20:40:23
Pengguna Google,"GAME ISRIWIL, MATCHING NYA LAMA BANGET BANG**T. HAMPIR 1 JAM DIEM DI LOBBY DOANG KAGA MAIN",1,negatif,2025-04-26 20:35:31
Pengguna Google,game nya seru dan grafiknya hd👍👍👍👍,5,positif,2025-04-26 20:20:14
Pengguna Google,ku kasih bintang 5 soalnya gamenya bagus timnya yg GK bot semua sama GK ada bugnya ff juga kalah sama ni game 🤫🤫🤫🤫🤫🤫🤫🤫🤫🤫🤫🤫🤫🤫😂,1,negatif,2025-04-26 20:19:15
Pengguna Google,asik bgt woi! no komen,5,positif,2025-04-26 20:07:50
Pengguna Google,game nya tiba tiba ada tulisan game ini belum keluar di negara anda,3,netral,2025-04-26 19:59:19
Pengguna Google,coba sediakan misalkan orang mau main mod mp saja jadi tidak usah donload lain.. tapi hanya donload mod mp saja.. ini sekarang 70 % donload sudah 30 giga coba full 100 pasti 40 giga jadi yang hape ram 4 dan 8 harus mundur nanti sepeti pubg sekarang di tinggalkan oleh player,5,positif,2025-04-26 18:59:07
